2024-11-13 10:54:34,142 INFO    StreamThr :2364 [internal.py:wandb_internal():85] W&B internal server running at pid: 2364, started at: 2024-11-13 10:54:34.142524
2024-11-13 10:54:34,142 DEBUG   HandlerThread:2364 [handler.py:handle_request():158] handle_request: status
2024-11-13 10:54:34,149 INFO    WriterThread:2364 [datastore.py:open_for_write():87] open: C:\Users\User\Downloads\trash_classification\wandb\run-20241113_105434-d4uoz2me\run-d4uoz2me.wandb
2024-11-13 10:54:34,149 DEBUG   SenderThread:2364 [sender.py:send():378] send: header
2024-11-13 10:54:34,471 DEBUG   SenderThread:2364 [sender.py:send():378] send: run
2024-11-13 10:54:35,379 INFO    SenderThread:2364 [dir_watcher.py:__init__():211] watching files in: C:\Users\User\Downloads\trash_classification\wandb\run-20241113_105434-d4uoz2me\files
2024-11-13 10:54:35,379 INFO    SenderThread:2364 [sender.py:_start_run_threads():1123] run started: d4uoz2me with start time 1731470074.142523
2024-11-13 10:54:35,393 DEBUG   HandlerThread:2364 [handler.py:handle_request():158] handle_request: check_version
2024-11-13 10:54:35,393 DEBUG   SenderThread:2364 [sender.py:send_request():405] send_request: check_version
2024-11-13 10:54:35,794 DEBUG   HandlerThread:2364 [handler.py:handle_request():158] handle_request: run_start
2024-11-13 10:54:35,845 ERROR   HandlerThread:2364 [gpu.py:is_available():381] Error initializing NVML: Insufficient Permissions
2024-11-13 10:54:35,859 DEBUG   HandlerThread:2364 [system_info.py:__init__():26] System info init
2024-11-13 10:54:35,859 DEBUG   HandlerThread:2364 [system_info.py:__init__():41] System info init done
2024-11-13 10:54:35,859 INFO    HandlerThread:2364 [system_monitor.py:start():194] Starting system monitor
2024-11-13 10:54:35,859 INFO    SystemMonitor:2364 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-11-13 10:54:35,859 INFO    HandlerThread:2364 [system_monitor.py:probe():214] Collecting system info
2024-11-13 10:54:35,872 INFO    SystemMonitor:2364 [interfaces.py:start():188] Started cpu monitoring
2024-11-13 10:54:35,872 DEBUG   HandlerThread:2364 [system_info.py:probe():150] Probing system
2024-11-13 10:54:35,872 INFO    SystemMonitor:2364 [interfaces.py:start():188] Started disk monitoring
2024-11-13 10:54:35,875 INFO    SystemMonitor:2364 [interfaces.py:start():188] Started memory monitoring
2024-11-13 10:54:35,893 INFO    SystemMonitor:2364 [interfaces.py:start():188] Started network monitoring
2024-11-13 10:54:35,903 DEBUG   HandlerThread:2364 [system_info.py:_probe_git():135] Probing git
2024-11-13 10:54:36,054 DEBUG   HandlerThread:2364 [system_info.py:_probe_git():143] Probing git done
2024-11-13 10:54:36,054 DEBUG   HandlerThread:2364 [system_info.py:probe():198] Probing system done
2024-11-13 10:54:36,054 DEBUG   HandlerThread:2364 [system_monitor.py:probe():223] {'os': 'Windows-10-10.0.22631-SP0', 'python': '3.10.0', 'heartbeatAt': '2024-11-13T03:54:35.872150', 'startedAt': '2024-11-13T03:54:34.123989', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'c:\\Users\\User\\Downloads\\trash_classification\\train.py', 'codePathLocal': 'train.py', 'codePath': 'train.py', 'git': {'remote': 'https://github.com/muhammadrisma/trashnet-classification.git', 'commit': '3f40731c265c87e6163264752aace5ed2ad7cf65'}, 'email': 'muhammadrisma2003@gmail.com', 'root': 'C:/Users/User/Downloads/trash_classification', 'host': 'LAPTOP-PCLBHEAD', 'username': 'User', 'executable': 'C:\\Users\\User\\AppData\\Local\\Programs\\Python\\Python310\\python.exe', 'cpu_count': 4, 'cpu_count_logical': 8, 'cpu_freq': {'current': 1003.0, 'min': 0.0, 'max': 3110.0}, 'cpu_freq_per_core': [{'current': 1003.0, 'min': 0.0, 'max': 3110.0}], 'disk': {'/': {'total': 242.12530899047852, 'used': 229.4295196533203}}, 'memory': {'total': 7.6985626220703125}}
2024-11-13 10:54:36,054 INFO    HandlerThread:2364 [system_monitor.py:probe():224] Finished collecting system info
2024-11-13 10:54:36,054 INFO    HandlerThread:2364 [system_monitor.py:probe():227] Publishing system info
2024-11-13 10:54:36,054 INFO    HandlerThread:2364 [system_monitor.py:probe():229] Finished publishing system info
2024-11-13 10:54:36,090 DEBUG   SenderThread:2364 [sender.py:send():378] send: files
2024-11-13 10:54:36,090 INFO    SenderThread:2364 [sender.py:_save_file():1389] saving file wandb-metadata.json with policy now
2024-11-13 10:54:36,389 INFO    Thread-16 :2364 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\User\Downloads\trash_classification\wandb\run-20241113_105434-d4uoz2me\files\wandb-metadata.json
2024-11-13 10:54:36,809 DEBUG   HandlerThread:2364 [handler.py:handle_request():158] handle_request: python_packages
2024-11-13 10:54:36,809 DEBUG   SenderThread:2364 [sender.py:send_request():405] send_request: python_packages
2024-11-13 10:54:36,809 DEBUG   HandlerThread:2364 [handler.py:handle_request():158] handle_request: stop_status
2024-11-13 10:54:36,809 DEBUG   SenderThread:2364 [sender.py:send_request():405] send_request: stop_status
2024-11-13 10:54:37,161 DEBUG   SenderThread:2364 [sender.py:send():378] send: telemetry
2024-11-13 10:54:37,393 INFO    Thread-16 :2364 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\User\Downloads\trash_classification\wandb\run-20241113_105434-d4uoz2me\files\output.log
2024-11-13 10:54:37,397 INFO    Thread-16 :2364 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\User\Downloads\trash_classification\wandb\run-20241113_105434-d4uoz2me\files\requirements.txt
2024-11-13 10:54:37,612 DEBUG   SenderThread:2364 [sender.py:send():378] send: telemetry
2024-11-13 10:54:37,612 DEBUG   SenderThread:2364 [sender.py:send():378] send: telemetry
2024-11-13 10:54:37,612 DEBUG   SenderThread:2364 [sender.py:send():378] send: files
2024-11-13 10:54:37,612 DEBUG   HandlerThread:2364 [handler.py:handle_request():158] handle_request: get_summary
2024-11-13 10:54:38,164 INFO    wandb-upload_0:2364 [upload_job.py:push():130] Uploaded file C:\Users\User\AppData\Local\Temp\tmphektwhd3wandb\oxm5oci3-wandb-metadata.json
2024-11-13 10:54:39,406 INFO    Thread-16 :2364 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\User\Downloads\trash_classification\wandb\run-20241113_105434-d4uoz2me\files\output.log
2024-11-13 10:54:39,955 DEBUG   HandlerThread:2364 [handler.py:handle_request():158] handle_request: status_report
